Titel: 
Gebruikersnaam: 
Periode aangevraagd: 01/01/1800-05/10/2015
Datum: 05/10/2015
Referentie: Maaiveld (MV)


LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
B33F0133,001,33FP0133,210400,473366,650,,702,-6750,-7000,1989/12/14,1995/10/23
B33F0133,001,33FP0133,210400,473366,650,,714,-6750,-7000,1995/10/23,2011/01/18

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (MV),BIJZONDERHEID
B33F0133,001,2006/05/04 00:00:00,394,
B33F0133,001,2006/05/05 00:00:00,396,
B33F0133,001,2006/05/06 00:00:00,399,
B33F0133,001,2006/05/07 00:00:00,403,
B33F0133,001,2006/05/08 00:00:00,406,
B33F0133,001,2006/05/09 00:00:00,410,
B33F0133,001,2006/05/10 00:00:00,413,
B33F0133,001,2006/05/11 00:00:00,416,
B33F0133,001,2006/05/12 00:00:00,414,
B33F0133,001,2006/05/13 00:00:00,411,
B33F0133,001,2006/05/14 00:00:00,408,
B33F0133,001,2006/05/15 00:00:00,406,
B33F0133,001,2006/05/16 00:00:00,408,
B33F0133,001,2006/05/17 00:00:00,411,
B33F0133,001,2006/05/18 00:00:00,411,
B33F0133,001,2006/05/19 00:00:00,407,
B33F0133,001,2006/05/20 00:00:00,399,
B33F0133,001,2006/05/21 00:00:00,394,
B33F0133,001,2006/05/22 00:00:00,391,
B33F0133,001,2006/05/23 00:00:00,390,
B33F0133,001,2006/05/24 00:00:00,391,
B33F0133,001,2006/05/25 00:00:00,387,
B33F0133,001,2006/05/26 00:00:00,382,
B33F0133,001,2006/05/27 00:00:00,377,
B33F0133,001,2006/05/28 00:00:00,374,
B33F0133,001,2006/05/29 00:00:00,372,
B33F0133,001,2006/05/30 00:00:00,374,
B33F0133,001,2006/05/31 00:00:00,376,
B33F0133,001,2006/06/01 00:00:00,379,
B33F0133,001,2006/06/02 00:00:00,380,
B33F0133,001,2006/06/03 00:00:00,378,
B33F0133,001,2006/06/04 00:00:00,375,
B33F0133,001,2006/06/05 00:00:00,372,
B33F0133,001,2006/06/06 00:00:00,374,
B33F0133,001,2006/06/07 00:00:00,381,
B33F0133,001,2006/06/08 00:00:00,384,
B33F0133,001,2006/06/09 00:00:00,388,
B33F0133,001,2006/06/10 00:00:00,392,
B33F0133,001,2006/06/11 00:00:00,395,
B33F0133,001,2006/06/12 00:00:00,400,
B33F0133,001,2006/06/13 00:00:00,407,
B33F0133,001,2006/06/14 00:00:00,417,
B33F0133,001,2006/06/15 00:00:00,419,
B33F0133,001,2006/06/16 00:00:00,414,
B33F0133,001,2006/06/17 00:00:00,410,
B33F0133,001,2006/06/18 00:00:00,409,
B33F0133,001,2006/06/19 00:00:00,410,
B33F0133,001,2006/06/20 00:00:00,415,
B33F0133,001,2006/06/21 00:00:00,415,
B33F0133,001,2006/06/22 00:00:00,411,
B33F0133,001,2006/06/23 00:00:00,412,
B33F0133,001,2006/06/24 00:00:00,411,
B33F0133,001,2006/06/25 00:00:00,412,
B33F0133,001,2006/06/26 00:00:00,408,
B33F0133,001,2006/06/27 00:00:00,410,
B33F0133,001,2006/06/28 00:00:00,412,
B33F0133,001,2006/06/29 00:00:00,416,
B33F0133,001,2006/06/30 00:00:00,417,
B33F0133,001,2006/07/01 00:00:00,419,
B33F0133,001,2006/07/02 00:00:00,423,
B33F0133,001,2006/07/03 00:00:00,425,
B33F0133,001,2006/07/04 00:00:00,436,
B33F0133,001,2006/07/05 00:00:00,442,
B33F0133,001,2006/07/06 00:00:00,445,
B33F0133,001,2006/07/07 00:00:00,444,
B33F0133,001,2006/07/08 00:00:00,441,
B33F0133,001,2006/07/09 00:00:00,435,
B33F0133,001,2006/07/10 00:00:00,435,
B33F0133,001,2006/07/11 00:00:00,438,
B33F0133,001,2006/07/12 00:00:00,438,
B33F0133,001,2006/07/13 00:00:00,441,
B33F0133,001,2006/07/14 00:00:00,447,
B33F0133,001,2006/07/15 00:00:00,448,
B33F0133,001,2006/07/16 00:00:00,450,
B33F0133,001,2006/07/17 00:00:00,453,
B33F0133,001,2006/07/18 00:00:00,460,
B33F0133,001,2006/07/19 00:00:00,465,
B33F0133,001,2006/07/20 00:00:00,469,
B33F0133,001,2006/07/21 00:00:00,472,
B33F0133,001,2006/07/22 00:00:00,473,
B33F0133,001,2006/07/23 00:00:00,465,
B33F0133,001,2006/07/24 00:00:00,459,
B33F0133,001,2006/07/25 00:00:00,456,
B33F0133,001,2006/07/26 00:00:00,456,
B33F0133,001,2006/07/27 00:00:00,456,
B33F0133,001,2006/07/28 00:00:00,454,
B33F0133,001,2006/07/29 00:00:00,446,
B33F0133,001,2006/07/30 00:00:00,437,
B33F0133,001,2006/07/31 00:00:00,430,
B33F0133,001,2006/08/01 00:00:00,426,
B33F0133,001,2006/08/02 00:00:00,418,
B33F0133,001,2006/08/03 00:00:00,414,
B33F0133,001,2006/08/04 00:00:00,410,
B33F0133,001,2006/08/05 00:00:00,406,
B33F0133,001,2006/08/06 00:00:00,401,
B33F0133,001,2006/08/07 00:00:00,397,
B33F0133,001,2006/08/08 00:00:00,396,
B33F0133,001,2006/08/09 00:00:00,395,
B33F0133,001,2006/08/10 00:00:00,390,
B33F0133,001,2006/08/11 00:00:00,386,
B33F0133,001,2006/08/12 00:00:00,383,
B33F0133,001,2006/08/13 00:00:00,379,
B33F0133,001,2006/08/14 00:00:00,375,
B33F0133,001,2006/08/15 00:00:00,375,
B33F0133,001,2006/08/16 00:00:00,375,
B33F0133,001,2006/08/17 00:00:00,374,
B33F0133,001,2006/08/18 00:00:00,373,
B33F0133,001,2006/08/19 00:00:00,374,
B33F0133,001,2006/08/20 00:00:00,372,
B33F0133,001,2006/08/21 00:00:00,368,
B33F0133,001,2006/08/22 00:00:00,371,
B33F0133,001,2006/08/23 00:00:00,370,
B33F0133,001,2006/08/24 00:00:00,368,
B33F0133,001,2006/08/25 00:00:00,368,
B33F0133,001,2006/08/26 00:00:00,364,
B33F0133,001,2006/08/27 00:00:00,362,
B33F0133,001,2006/08/28 00:00:00,359,
B33F0133,001,2006/08/29 00:00:00,361,
B33F0133,001,2006/08/30 00:00:00,364,
B33F0133,001,2006/08/31 00:00:00,364,
B33F0133,001,2006/09/01 00:00:00,365,
B33F0133,001,2006/09/02 00:00:00,363,
B33F0133,001,2006/09/03 00:00:00,360,
B33F0133,001,2006/09/04 00:00:00,363,
B33F0133,001,2006/09/05 00:00:00,365,
B33F0133,001,2006/09/06 00:00:00,367,
B33F0133,001,2006/09/07 00:00:00,371,
B33F0133,001,2006/09/08 00:00:00,373,
B33F0133,001,2006/09/09 00:00:00,375,
B33F0133,001,2006/09/10 00:00:00,371,
B33F0133,001,2006/09/11 00:00:00,372,
B33F0133,001,2006/09/12 00:00:00,373,
B33F0133,001,2006/09/13 00:00:00,377,
B33F0133,001,2006/09/14 00:00:00,379,
B33F0133,001,2006/09/15 00:00:00,381,
B33F0133,001,2006/09/16 00:00:00,379,
B33F0133,001,2006/09/17 00:00:00,381,
B33F0133,001,2006/09/18 00:00:00,380,
B33F0133,001,2006/09/19 00:00:00,382,
B33F0133,001,2006/09/20 00:00:00,382,
B33F0133,001,2006/09/21 00:00:00,384,
B33F0133,001,2006/09/22 00:00:00,385,
B33F0133,001,2006/09/23 00:00:00,384,
B33F0133,001,2006/09/24 00:00:00,381,
B33F0133,001,2006/09/25 00:00:00,380,
B33F0133,001,2006/09/26 00:00:00,383,
B33F0133,001,2006/09/27 00:00:00,383,
B33F0133,001,2006/09/28 00:00:00,378,
B33F0133,001,2006/09/29 00:00:00,378,
B33F0133,001,2006/09/30 00:00:00,375,
B33F0133,001,2006/10/01 00:00:00,373,
B33F0133,001,2006/10/02 00:00:00,371,
B33F0133,001,2006/10/03 00:00:00,370,
B33F0133,001,2006/10/04 00:00:00,370,
B33F0133,001,2006/10/05 00:00:00,371,
B33F0133,001,2006/10/06 00:00:00,370,
B33F0133,001,2006/10/07 00:00:00,369,
B33F0133,001,2006/10/08 00:00:00,367,
B33F0133,001,2006/10/09 00:00:00,365,
B33F0133,001,2006/10/10 00:00:00,366,
B33F0133,001,2006/10/11 00:00:00,363,
B33F0133,001,2006/10/12 00:00:00,365,
B33F0133,001,2006/10/13 00:00:00,368,
B33F0133,001,2006/10/14 00:00:00,367,
B33F0133,001,2006/10/15 00:00:00,367,
B33F0133,001,2006/10/16 00:00:00,366,
B33F0133,001,2006/10/17 00:00:00,365,
B33F0133,001,2006/10/18 00:00:00,364,
B33F0133,001,2006/10/19 00:00:00,362,
B33F0133,001,2006/10/20 00:00:00,362,
B33F0133,001,2006/10/21 00:00:00,361,
B33F0133,001,2006/10/22 00:00:00,358,
B33F0133,001,2006/10/23 00:00:00,356,
B33F0133,001,2006/10/24 00:00:00,356,
B33F0133,001,2006/10/25 00:00:00,357,
B33F0133,001,2006/10/26 00:00:00,355,
B33F0133,001,2006/10/27 00:00:00,357,
B33F0133,001,2006/10/28 00:00:00,356,
B33F0133,001,2006/10/29 00:00:00,355,
B33F0133,001,2006/10/30 00:00:00,356,
B33F0133,001,2006/10/31 00:00:00,354,
B33F0133,001,2006/11/01 00:00:00,356,
B33F0133,001,2006/11/02 00:00:00,359,
B33F0133,001,2006/11/03 00:00:00,360,
B33F0133,001,2006/11/04 00:00:00,359,
B33F0133,001,2006/11/05 00:00:00,357,
B33F0133,001,2006/11/06 00:00:00,356,
B33F0133,001,2006/11/07 00:00:00,358,
B33F0133,001,2006/11/08 00:00:00,356,
B33F0133,001,2006/11/09 00:00:00,359,
B33F0133,001,2006/11/10 00:00:00,361,
B33F0133,001,2006/11/11 00:00:00,356,
B33F0133,001,2006/11/12 00:00:00,355,
B33F0133,001,2006/11/13 00:00:00,354,
B33F0133,001,2006/11/14 00:00:00,357,
B33F0133,001,2006/11/15 00:00:00,356,
B33F0133,001,2006/11/16 00:00:00,355,
B33F0133,001,2006/11/17 00:00:00,354,
B33F0133,001,2006/11/18 00:00:00,352,
B33F0133,001,2006/11/19 00:00:00,351,
B33F0133,001,2006/11/20 00:00:00,348,
B33F0133,001,2006/11/21 00:00:00,345,
B33F0133,001,2006/11/22 00:00:00,344,
B33F0133,001,2006/11/23 00:00:00,342,
B33F0133,001,2006/11/24 00:00:00,343,
B33F0133,001,2006/11/25 00:00:00,342,
B33F0133,001,2006/11/26 00:00:00,343,
B33F0133,001,2006/11/27 00:00:00,346,
B33F0133,001,2006/11/28 00:00:00,346,
B33F0133,001,2006/11/29 00:00:00,347,
B33F0133,001,2006/11/30 00:00:00,347,
B33F0133,001,2006/12/01 00:00:00,345,
B33F0133,001,2006/12/02 00:00:00,341,
B33F0133,001,2006/12/03 00:00:00,338,
B33F0133,001,2006/12/04 00:00:00,337,
B33F0133,001,2006/12/05 00:00:00,337,
B33F0133,001,2006/12/06 00:00:00,336,
B33F0133,001,2006/12/07 00:00:00,333,
B33F0133,001,2006/12/08 00:00:00,331,
B33F0133,001,2006/12/09 00:00:00,331,
B33F0133,001,2006/12/10 00:00:00,334,
B33F0133,001,2006/12/11 00:00:00,334,
B33F0133,001,2006/12/12 00:00:00,334,
B33F0133,001,2006/12/13 00:00:00,333,
B33F0133,001,2006/12/14 00:00:00,331,
B33F0133,001,2006/12/15 00:00:00,330,
B33F0133,001,2006/12/16 00:00:00,325,
B33F0133,001,2006/12/17 00:00:00,324,
B33F0133,001,2006/12/18 00:00:00,327,
B33F0133,001,2006/12/19 00:00:00,328,
B33F0133,001,2006/12/20 00:00:00,328,
B33F0133,001,2006/12/21 00:00:00,327,
B33F0133,001,2006/12/22 00:00:00,327,
B33F0133,001,2006/12/23 00:00:00,327,
B33F0133,001,2006/12/24 00:00:00,326,
B33F0133,001,2006/12/25 00:00:00,324,
B33F0133,001,2006/12/26 00:00:00,323,
B33F0133,001,2006/12/27 00:00:00,322,
B33F0133,001,2006/12/28 00:00:00,321,
B33F0133,001,2006/12/29 00:00:00,321,
B33F0133,001,2006/12/30 00:00:00,316,
B33F0133,001,2006/12/31 00:00:00,316,
B33F0133,001,2007/01/01 00:00:00,315,
B33F0133,001,2007/01/02 00:00:00,314,
B33F0133,001,2007/01/03 00:00:00,319,
B33F0133,001,2007/01/04 00:00:00,314,
B33F0133,001,2007/01/05 00:00:00,316,
B33F0133,001,2007/01/06 00:00:00,317,
B33F0133,001,2007/01/07 00:00:00,314,
B33F0133,001,2007/01/08 00:00:00,313,
B33F0133,001,2007/01/09 00:00:00,313,
B33F0133,001,2007/01/10 00:00:00,315,
B33F0133,001,2007/01/11 00:00:00,313,
B33F0133,001,2007/01/12 00:00:00,315,
B33F0133,001,2007/01/13 00:00:00,312,
B33F0133,001,2007/01/14 00:00:00,312,
B33F0133,001,2007/01/15 00:00:00,314,
B33F0133,001,2007/01/16 00:00:00,314,
B33F0133,001,2007/01/17 00:00:00,312,
B33F0133,001,2007/01/18 00:00:00,305,
B33F0133,001,2007/01/19 00:00:00,307,
B33F0133,001,2007/01/20 00:00:00,306,
B33F0133,001,2007/01/21 00:00:00,304,
B33F0133,001,2007/01/22 00:00:00,308,
B33F0133,001,2007/01/23 00:00:00,308,
B33F0133,001,2007/01/24 00:00:00,305,
B33F0133,001,2007/01/25 00:00:00,309,
B33F0133,001,2007/01/26 00:00:00,307,
B33F0133,001,2007/01/27 00:00:00,305,
B33F0133,001,2007/01/28 00:00:00,305,
B33F0133,001,2007/01/29 00:00:00,308,
B33F0133,001,2007/01/30 00:00:00,310,
B33F0133,001,2007/01/31 00:00:00,309,
B33F0133,001,2007/02/01 00:00:00,313,
B33F0133,001,2007/02/02 00:00:00,312,
B33F0133,001,2007/02/03 00:00:00,315,
B33F0133,001,2007/02/04 00:00:00,314,
B33F0133,001,2007/02/05 00:00:00,311,
B33F0133,001,2007/02/06 00:00:00,309,
B33F0133,001,2007/02/07 00:00:00,308,
B33F0133,001,2007/02/08 00:00:00,307,
B33F0133,001,2007/02/09 00:00:00,309,
B33F0133,001,2007/02/10 00:00:00,309,
B33F0133,001,2007/02/11 00:00:00,306,
B33F0133,001,2007/02/12 00:00:00,304,
B33F0133,001,2007/02/13 00:00:00,307,
B33F0133,001,2007/02/14 00:00:00,306,
B33F0133,001,2007/02/15 00:00:00,310,
B33F0133,001,2007/02/16 00:00:00,307,
B33F0133,001,2007/02/17 00:00:00,304,
B33F0133,001,2007/02/18 00:00:00,302,
B33F0133,001,2007/02/19 00:00:00,301,
B33F0133,001,2007/02/20 00:00:00,300,
B33F0133,001,2007/02/21 00:00:00,299,
B33F0133,001,2007/02/22 00:00:00,300,
B33F0133,001,2007/02/23 00:00:00,300,
B33F0133,001,2007/02/24 00:00:00,298,
B33F0133,001,2007/02/25 00:00:00,297,
B33F0133,001,2007/02/26 00:00:00,302,
B33F0133,001,2007/02/27 00:00:00,304,
B33F0133,001,2007/02/28 00:00:00,300,
B33F0133,001,2007/03/01 00:00:00,298,
B33F0133,001,2007/03/02 00:00:00,300,
B33F0133,001,2007/03/03 00:00:00,296,
B33F0133,001,2007/03/04 00:00:00,301,
B33F0133,001,2007/03/05 00:00:00,298,
B33F0133,001,2007/03/06 00:00:00,297,
B33F0133,001,2007/03/07 00:00:00,292,
B33F0133,001,2007/03/08 00:00:00,295,
B33F0133,001,2007/03/09 00:00:00,296,
B33F0133,001,2007/03/10 00:00:00,297,
B33F0133,001,2007/03/11 00:00:00,299,
B33F0133,001,2007/03/12 00:00:00,299,
B33F0133,001,2007/03/13 00:00:00,302,
B33F0133,001,2007/03/14 00:00:00,306,
B33F0133,001,2007/03/15 00:00:00,305,
B33F0133,001,2007/03/16 00:00:00,304,
B33F0133,001,2007/03/17 00:00:00,301,
B33F0133,001,2007/03/18 00:00:00,293,
B33F0133,001,2007/03/19 00:00:00,290,
B33F0133,001,2007/03/20 00:00:00,298,
B33F0133,001,2007/03/21 00:00:00,300,
B33F0133,001,2007/03/22 00:00:00,303,
B33F0133,001,2007/03/23 00:00:00,305,
B33F0133,001,2007/03/24 00:00:00,304,
B33F0133,001,2007/03/25 00:00:00,304,
B33F0133,001,2007/03/26 00:00:00,307,
B33F0133,001,2007/03/27 00:00:00,307,
B33F0133,001,2007/03/28 00:00:00,306,
B33F0133,001,2007/03/29 00:00:00,305,
B33F0133,001,2007/03/30 00:00:00,305,
B33F0133,001,2007/03/31 00:00:00,306,
B33F0133,001,2007/04/01 00:00:00,308,
B33F0133,001,2007/04/02 00:00:00,310,
B33F0133,001,2007/04/03 00:00:00,311,
B33F0133,001,2007/04/04 00:00:00,313,
B33F0133,001,2007/04/05 00:00:00,313,
B33F0133,001,2007/04/06 00:00:00,313,
B33F0133,001,2007/04/07 00:00:00,313,
B33F0133,001,2007/04/08 00:00:00,312,
B33F0133,001,2007/04/09 00:00:00,310,
B33F0133,001,2007/04/10 00:00:00,310,
B33F0133,001,2007/04/11 00:00:00,313,
B33F0133,001,2007/04/12 00:00:00,316,
B33F0133,001,2007/04/13 00:00:00,317,
B33F0133,001,2007/04/14 00:00:00,319,
B33F0133,001,2007/04/15 00:00:00,322,
B33F0133,001,2007/04/16 00:00:00,326,
B33F0133,001,2007/04/17 00:00:00,330,
B33F0133,001,2007/04/18 00:00:00,328,
B33F0133,001,2007/04/19 00:00:00,327,
B33F0133,001,2007/04/20 00:00:00,329,
B33F0133,001,2007/04/21 00:00:00,331,
B33F0133,001,2007/04/22 00:00:00,330,
B33F0133,001,2007/04/23 00:00:00,333,
B33F0133,001,2007/04/24 00:00:00,336,
B33F0133,001,2007/04/25 00:00:00,339,
B33F0133,001,2007/04/26 00:00:00,343,
B33F0133,001,2007/04/27 00:00:00,349,
B33F0133,001,2007/04/28 00:00:00,352,
B33F0133,001,2007/04/29 00:00:00,353,
B33F0133,001,2007/04/30 00:00:00,350,
B33F0133,001,2007/05/01 00:00:00,348,
B33F0133,001,2007/05/02 00:00:00,352,
B33F0133,001,2007/05/03 00:00:00,355,
B33F0133,001,2007/05/04 00:00:00,357,
B33F0133,001,2007/05/05 00:00:00,357,
B33F0133,001,2007/05/06 00:00:00,355,
B33F0133,001,2007/05/07 00:00:00,350,
B33F0133,001,2007/05/08 00:00:00,347,
B33F0133,001,2007/05/09 00:00:00,346,
B33F0133,001,2007/05/10 00:00:00,342,
B33F0133,001,2007/05/11 00:00:00,336,
B33F0133,001,2007/05/12 00:00:00,335,
B33F0133,001,2007/05/13 00:00:00,334,
B33F0133,001,2007/05/14 00:00:00,331,
B33F0133,001,2007/05/15 00:00:00,334,
B33F0133,001,2007/05/16 00:00:00,330,
B33F0133,001,2007/05/17 00:00:00,330,
B33F0133,001,2007/05/18 00:00:00,326,
B33F0133,001,2007/05/19 00:00:00,325,
B33F0133,001,2007/05/20 00:00:00,322,
B33F0133,001,2007/05/21 00:00:00,323,
B33F0133,001,2007/05/22 00:00:00,325,
B33F0133,001,2007/05/23 00:00:00,327,
B33F0133,001,2007/05/24 00:00:00,331,
B33F0133,001,2007/05/25 00:00:00,330,
B33F0133,001,2007/05/26 00:00:00,327,
B33F0133,001,2007/05/27 00:00:00,323,
B33F0133,001,2007/05/28 00:00:00,320,
B33F0133,001,2007/05/29 00:00:00,319,
B33F0133,001,2007/05/30 00:00:00,322,
B33F0133,001,2007/05/31 00:00:00,324,
B33F0133,001,2007/06/01 00:00:00,325,
B33F0133,001,2007/06/02 00:00:00,325,
B33F0133,001,2007/06/03 00:00:00,325,
B33F0133,001,2007/06/04 00:00:00,324,
B33F0133,001,2007/06/05 00:00:00,328,
B33F0133,001,2007/06/06 00:00:00,328,
B33F0133,001,2007/06/07 00:00:00,330,
B33F0133,001,2007/06/08 00:00:00,334,
B33F0133,001,2007/06/09 00:00:00,337,
B33F0133,001,2007/06/10 00:00:00,338,
B33F0133,001,2007/06/11 00:00:00,339,
B33F0133,001,2007/06/12 00:00:00,341,
B33F0133,001,2007/06/13 00:00:00,339,
B33F0133,001,2007/06/14 00:00:00,339,
B33F0133,001,2007/06/15 00:00:00,339,
B33F0133,001,2007/06/16 00:00:00,336,
B33F0133,001,2007/06/17 00:00:00,333,
B33F0133,001,2007/06/18 00:00:00,331,
B33F0133,001,2007/06/19 00:00:00,333,
B33F0133,001,2007/06/20 00:00:00,337,
B33F0133,001,2007/06/21 00:00:00,337,
B33F0133,001,2007/06/22 00:00:00,338,
B33F0133,001,2007/06/23 00:00:00,336,
B33F0133,001,2007/06/24 00:00:00,335,
B33F0133,001,2007/06/25 00:00:00,332,
B33F0133,001,2007/06/26 00:00:00,334,
B33F0133,001,2007/06/27 00:00:00,337,
B33F0133,001,2007/06/28 00:00:00,340,
B33F0133,001,2007/06/29 00:00:00,344,
B33F0133,001,2007/06/30 00:00:00,345,
B33F0133,001,2007/07/01 00:00:00,344,
B33F0133,001,2007/07/02 00:00:00,348,
B33F0133,001,2007/07/03 00:00:00,351,
B33F0133,001,2007/07/04 00:00:00,351,
B33F0133,001,2007/07/05 00:00:00,354,
B33F0133,001,2007/07/06 00:00:00,355,
B33F0133,001,2007/07/07 00:00:00,356,
B33F0133,001,2007/07/08 00:00:00,357,
B33F0133,001,2007/07/09 00:00:00,355,
B33F0133,001,2007/07/10 00:00:00,354,
B33F0133,001,2007/07/11 00:00:00,352,
B33F0133,001,2007/07/12 00:00:00,352,
B33F0133,001,2007/07/13 00:00:00,351,
B33F0133,001,2007/07/14 00:00:00,351,
B33F0133,001,2007/07/15 00:00:00,351,
B33F0133,001,2007/07/16 00:00:00,351,
B33F0133,001,2007/07/17 00:00:00,354,
B33F0133,001,2007/07/18 00:00:00,353,
B33F0133,001,2007/07/19 00:00:00,353,
B33F0133,001,2007/07/20 00:00:00,351,
B33F0133,001,2007/07/21 00:00:00,348,
B33F0133,001,2007/07/22 00:00:00,345,
B33F0133,001,2007/07/23 00:00:00,339,
B33F0133,001,2007/07/24 00:00:00,337,
B33F0133,001,2007/07/25 00:00:00,338,
B33F0133,001,2007/07/26 00:00:00,337,
B33F0133,001,2007/07/27 00:00:00,337,
B33F0133,001,2007/07/28 00:00:00,335,
B33F0133,001,2007/07/29 00:00:00,329,
B33F0133,001,2007/07/30 00:00:00,327,
B33F0133,001,2007/07/31 00:00:00,329,
B33F0133,001,2007/08/01 00:00:00,330,
B33F0133,001,2007/08/02 00:00:00,331,
B33F0133,001,2007/08/03 00:00:00,331,
B33F0133,001,2007/08/04 00:00:00,332,
B33F0133,001,2007/08/05 00:00:00,333,
B33F0133,001,2007/08/06 00:00:00,332,
B33F0133,001,2007/08/07 00:00:00,337,
B33F0133,001,2007/08/08 00:00:00,337,
B33F0133,001,2007/08/09 00:00:00,334,
B33F0133,001,2007/08/10 00:00:00,333,
B33F0133,001,2007/08/11 00:00:00,332,
B33F0133,001,2007/08/12 00:00:00,332,
B33F0133,001,2007/08/13 00:00:00,332,
B33F0133,001,2007/08/14 00:00:00,330,
B33F0133,001,2007/08/15 00:00:00,330,
B33F0133,001,2007/08/16 00:00:00,331,
B33F0133,001,2007/08/17 00:00:00,334,
B33F0133,001,2007/08/18 00:00:00,333,
B33F0133,001,2007/08/19 00:00:00,332,
B33F0133,001,2007/08/20 00:00:00,332,
B33F0133,001,2007/08/21 00:00:00,337,
B33F0133,001,2007/08/22 00:00:00,340,
B33F0133,001,2007/08/23 00:00:00,341,
B33F0133,001,2007/08/24 00:00:00,343,
B33F0133,001,2007/08/25 00:00:00,346,
B33F0133,001,2007/08/26 00:00:00,347,
B33F0133,001,2007/08/27 00:00:00,347,
B33F0133,001,2007/08/28 00:00:00,349,
B33F0133,001,2007/08/29 00:00:00,351,
B33F0133,001,2007/08/30 00:00:00,352,
B33F0133,001,2007/08/31 00:00:00,353,
B33F0133,001,2007/09/01 00:00:00,353,
B33F0133,001,2007/09/02 00:00:00,352,
B33F0133,001,2007/09/03 00:00:00,352,
B33F0133,001,2007/09/04 00:00:00,357,
B33F0133,001,2007/09/05 00:00:00,359,
B33F0133,001,2007/09/06 00:00:00,361,
B33F0133,001,2007/09/07 00:00:00,366,
B33F0133,001,2007/09/08 00:00:00,365,
B33F0133,001,2007/09/09 00:00:00,361,
B33F0133,001,2007/09/10 00:00:00,357,
B33F0133,001,2007/09/11 00:00:00,360,
B33F0133,001,2007/09/12 00:00:00,363,
B33F0133,001,2007/09/13 00:00:00,365,
B33F0133,001,2007/09/14 00:00:00,363,
B33F0133,001,2007/09/15 00:00:00,362,
B33F0133,001,2007/09/16 00:00:00,360,
B33F0133,001,2007/09/17 00:00:00,359,
B33F0133,001,2007/09/18 00:00:00,360,
B33F0133,001,2007/09/19 00:00:00,363,
B33F0133,001,2007/09/20 00:00:00,363,
B33F0133,001,2007/09/21 00:00:00,365,
B33F0133,001,2007/09/22 00:00:00,369,
B33F0133,001,2007/09/23 00:00:00,367,
B33F0133,001,2007/09/24 00:00:00,366,
B33F0133,001,2007/09/25 00:00:00,367,
B33F0133,001,2007/09/26 00:00:00,366,
B33F0133,001,2007/09/27 00:00:00,368,
B33F0133,001,2007/09/28 00:00:00,366,
B33F0133,001,2007/09/29 00:00:00,363,
B33F0133,001,2007/09/30 00:00:00,365,
B33F0133,001,2007/10/01 00:00:00,366,
B33F0133,001,2007/10/02 00:00:00,365,
B33F0133,001,2007/10/03 00:00:00,367,
B33F0133,001,2007/10/04 00:00:00,369,
B33F0133,001,2007/10/05 00:00:00,370,
B33F0133,001,2007/10/06 00:00:00,369,
B33F0133,001,2007/10/07 00:00:00,368,
B33F0133,001,2007/10/08 00:00:00,370,
B33F0133,001,2007/10/09 00:00:00,372,
B33F0133,001,2007/10/10 00:00:00,374,
B33F0133,001,2007/10/11 00:00:00,374,
B33F0133,001,2007/10/12 00:00:00,373,
B33F0133,001,2007/10/13 00:00:00,373,
B33F0133,001,2007/10/14 00:00:00,372,
B33F0133,001,2007/10/15 00:00:00,371,
B33F0133,001,2007/10/16 00:00:00,373,
B33F0133,001,2007/10/17 00:00:00,373,
B33F0133,001,2007/10/18 00:00:00,377,
B33F0133,001,2007/10/19 00:00:00,379,
B33F0133,001,2007/10/20 00:00:00,379,
B33F0133,001,2007/10/21 00:00:00,377,
B33F0133,001,2007/10/22 00:00:00,374,
B33F0133,001,2007/10/23 00:00:00,372,
B33F0133,001,2007/10/24 00:00:00,368,
B33F0133,001,2007/10/25 00:00:00,365,
B33F0133,001,2007/10/26 00:00:00,363,
B33F0133,001,2007/10/27 00:00:00,359,
B33F0133,001,2007/10/28 00:00:00,356,
B33F0133,001,2007/10/29 00:00:00,354,
B33F0133,001,2007/10/30 00:00:00,354,
B33F0133,001,2007/10/31 00:00:00,354,
B33F0133,001,2007/11/01 00:00:00,354,
B33F0133,001,2007/11/02 00:00:00,353,
B33F0133,001,2007/11/03 00:00:00,351,
B33F0133,001,2007/11/04 00:00:00,350,
B33F0133,001,2007/11/05 00:00:00,348,
B33F0133,001,2007/11/06 00:00:00,349,
B33F0133,001,2007/11/07 00:00:00,349,
B33F0133,001,2007/11/08 00:00:00,349,
B33F0133,001,2007/11/09 00:00:00,347,
B33F0133,001,2007/11/10 00:00:00,341,
B33F0133,001,2007/11/11 00:00:00,335,
B33F0133,001,2007/11/12 00:00:00,334,
B33F0133,001,2007/11/13 00:00:00,332,
B33F0133,001,2007/11/14 00:00:00,330,
B33F0133,001,2007/11/15 00:00:00,331,
B33F0133,001,2007/11/16 00:00:00,331,
B33F0133,001,2007/11/17 00:00:00,329,
B33F0133,001,2007/11/18 00:00:00,328,
B33F0133,001,2007/11/19 00:00:00,328,
B33F0133,001,2007/11/20 00:00:00,327,
B33F0133,001,2007/11/21 00:00:00,326,
B33F0133,001,2007/11/22 00:00:00,326,
B33F0133,001,2007/11/23 00:00:00,331,
