Titel: 
Gebruikersnaam: 
Periode aangevraagd: 01/01/1800-05/10/2015
Datum: 05/10/2015
Referentie: Maaiveld (MV)


LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
B33F0133,001,33FP0133,210400,473366,650,,702,-6750,-7000,1989/12/14,1995/10/23
B33F0133,001,33FP0133,210400,473366,650,,714,-6750,-7000,1995/10/23,2011/01/18

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (MV),BIJZONDERHEID
B33F0133,001,2009/06/15 00:00:00,351,
B33F0133,001,2009/06/16 00:00:00,355,
B33F0133,001,2009/06/17 00:00:00,358,
B33F0133,001,2009/06/18 00:00:00,360,
B33F0133,001,2009/06/19 00:00:00,361,
B33F0133,001,2009/06/20 00:00:00,360,
B33F0133,001,2009/06/21 00:00:00,359,
B33F0133,001,2009/06/22 00:00:00,360,
B33F0133,001,2009/06/23 00:00:00,356,
B33F0133,001,2009/06/24 00:00:00,356,
B33F0133,001,2009/06/25 00:00:00,354,
B33F0133,001,2009/06/26 00:00:00,355,
B33F0133,001,2009/06/27 00:00:00,355,
B33F0133,001,2009/06/28 00:00:00,354,
B33F0133,001,2009/06/29 00:00:00,356,
B33F0133,001,2009/06/30 00:00:00,370,
B33F0133,001,2009/07/01 00:00:00,381,
B33F0133,001,2009/07/02 00:00:00,387,
B33F0133,001,2009/07/03 00:00:00,391,
B33F0133,001,2009/07/04 00:00:00,393,
B33F0133,001,2009/07/05 00:00:00,390,
B33F0133,001,2009/07/06 00:00:00,389,
B33F0133,001,2009/07/07 00:00:00,381,
B33F0133,001,2009/07/08 00:00:00,376,
B33F0133,001,2009/07/09 00:00:00,377,
B33F0133,001,2009/07/10 00:00:00,374,
B33F0133,001,2009/07/11 00:00:00,373,
B33F0133,001,2009/07/12 00:00:00,368,
B33F0133,001,2009/07/13 00:00:00,366,
B33F0133,001,2009/07/14 00:00:00,371,
B33F0133,001,2009/07/15 00:00:00,377,
B33F0133,001,2009/07/16 00:00:00,379,
B33F0133,001,2009/07/17 00:00:00,372,
B33F0133,001,2009/07/18 00:00:00,367,
B33F0133,001,2009/07/19 00:00:00,363,
B33F0133,001,2009/07/20 00:00:00,359,
B33F0133,001,2009/07/21 00:00:00,362,
B33F0133,001,2009/07/22 00:00:00,362,
B33F0133,001,2009/07/23 00:00:00,360,
B33F0133,001,2009/07/24 00:00:00,359,
B33F0133,001,2009/07/25 00:00:00,356,
B33F0133,001,2009/07/26 00:00:00,356,
B33F0133,001,2009/07/27 00:00:00,353,
B33F0133,001,2009/07/28 00:00:00,354,
B33F0133,001,2009/07/29 00:00:00,353,
B33F0133,001,2009/07/30 00:00:00,349,
B33F0133,001,2009/07/31 00:00:00,351,
B33F0133,001,2009/08/01 00:00:00,348,
B33F0133,001,2009/08/02 00:00:00,344,
B33F0133,001,2009/08/03 00:00:00,341,
B33F0133,001,2009/08/04 00:00:00,341,
B33F0133,001,2009/08/05 00:00:00,335,
B33F0133,001,2009/08/06 00:00:00,335,
B33F0133,001,2009/08/07 00:00:00,335,
B33F0133,001,2009/08/08 00:00:00,335,
B33F0133,001,2009/08/09 00:00:00,332,
B33F0133,001,2009/08/10 00:00:00,331,
B33F0133,001,2009/08/11 00:00:00,334,
B33F0133,001,2009/08/12 00:00:00,335,
B33F0133,001,2009/08/13 00:00:00,333,
B33F0133,001,2009/08/14 00:00:00,333,
B33F0133,001,2009/08/15 00:00:00,332,
B33F0133,001,2009/08/16 00:00:00,334,
B33F0133,001,2009/08/17 00:00:00,333,
B33F0133,001,2009/08/18 00:00:00,339,
B33F0133,001,2009/08/19 00:00:00,340,
B33F0133,001,2009/08/20 00:00:00,344,
B33F0133,001,2009/08/21 00:00:00,345,
B33F0133,001,2009/08/22 00:00:00,344,
B33F0133,001,2009/08/23 00:00:00,343,
B33F0133,001,2009/08/24 00:00:00,344,
B33F0133,001,2009/08/25 00:00:00,349,
B33F0133,001,2009/08/26 00:00:00,350,
B33F0133,001,2009/08/27 00:00:00,345,
B33F0133,001,2009/08/28 00:00:00,338,
B33F0133,001,2009/08/29 00:00:00,335,
B33F0133,001,2009/08/30 00:00:00,330,
B33F0133,001,2009/08/31 00:00:00,329,
B33F0133,001,2009/09/01 00:00:00,329,
B33F0133,001,2009/09/02 00:00:00,331,
B33F0133,001,2009/09/03 00:00:00,327,
B33F0133,001,2009/09/04 00:00:00,328,
B33F0133,001,2009/09/05 00:00:00,327,
B33F0133,001,2009/09/06 00:00:00,326,
B33F0133,001,2009/09/07 00:00:00,325,
B33F0133,001,2009/09/08 00:00:00,328,
B33F0133,001,2009/09/09 00:00:00,328,
B33F0133,001,2009/09/10 00:00:00,332,
B33F0133,001,2009/09/11 00:00:00,335,
B33F0133,001,2009/09/12 00:00:00,336,
B33F0133,001,2009/09/13 00:00:00,335,
B33F0133,001,2009/09/14 00:00:00,337,
B33F0133,001,2009/09/15 00:00:00,335,
B33F0133,001,2009/09/16 00:00:00,334,
B33F0133,001,2009/09/17 00:00:00,336,
B33F0133,001,2009/09/18 00:00:00,336,
B33F0133,001,2009/09/19 00:00:00,335,
B33F0133,001,2009/09/20 00:00:00,335,
B33F0133,001,2009/09/21 00:00:00,336,
B33F0133,001,2009/09/22 00:00:00,339,
B33F0133,001,2009/09/23 00:00:00,341,
B33F0133,001,2009/09/24 00:00:00,340,
B33F0133,001,2009/09/25 00:00:00,335,
B33F0133,001,2009/09/26 00:00:00,335,
B33F0133,001,2009/09/27 00:00:00,333,
B33F0133,001,2009/09/28 00:00:00,332,
B33F0133,001,2009/09/29 00:00:00,336,
B33F0133,001,2009/09/30 00:00:00,338,
B33F0133,001,2009/10/01 00:00:00,338,
B33F0133,001,2009/10/02 00:00:00,340,
B33F0133,001,2009/10/03 00:00:00,338,
B33F0133,001,2009/10/04 00:00:00,338,
B33F0133,001,2009/10/05 00:00:00,338,
B33F0133,001,2009/10/06 00:00:00,335,
B33F0133,001,2009/10/07 00:00:00,334,
B33F0133,001,2009/10/08 00:00:00,335,
B33F0133,001,2009/10/09 00:00:00,337,
B33F0133,001,2009/10/10 00:00:00,332,
B33F0133,001,2009/10/11 00:00:00,330,
B33F0133,001,2009/10/12 00:00:00,331,
B33F0133,001,2009/10/13 00:00:00,338,
B33F0133,001,2009/10/14 00:00:00,341,
B33F0133,001,2009/10/15 00:00:00,341,
B33F0133,001,2009/10/16 00:00:00,342,
B33F0133,001,2009/10/17 00:00:00,342,
B33F0133,001,2009/10/18 00:00:00,338,
B33F0133,001,2009/10/19 00:00:00,336,
B33F0133,001,2009/10/20 00:00:00,333,
B33F0133,001,2009/10/21 00:00:00,330,
B33F0133,001,2009/10/22 00:00:00,327,
B33F0133,001,2009/10/23 00:00:00,329,
B33F0133,001,2009/10/24 00:00:00,328,
B33F0133,001,2009/10/25 00:00:00,326,
B33F0133,001,2009/10/26 00:00:00,327,
B33F0133,001,2009/10/27 00:00:00,332,
B33F0133,001,2009/10/28 00:00:00,333,
B33F0133,001,2009/10/29 00:00:00,336,
B33F0133,001,2009/10/30 00:00:00,339,
B33F0133,001,2009/10/31 00:00:00,336,
B33F0133,001,2009/11/01 00:00:00,335,
B33F0133,001,2009/11/02 00:00:00,331,
B33F0133,001,2009/11/03 00:00:00,329,
B33F0133,001,2009/11/04 00:00:00,324,
B33F0133,001,2009/11/05 00:00:00,325,
B33F0133,001,2009/11/06 00:00:00,327,
B33F0133,001,2009/11/07 00:00:00,325,
B33F0133,001,2009/11/08 00:00:00,323,
B33F0133,001,2009/11/09 00:00:00,324,
B33F0133,001,2009/11/10 00:00:00,328,
B33F0133,001,2009/11/11 00:00:00,333,
B33F0133,001,2009/11/12 00:00:00,334,
B33F0133,001,2009/11/13 00:00:00,331,
B33F0133,001,2009/11/14 00:00:00,330,
B33F0133,001,2009/11/15 00:00:00,330,
B33F0133,001,2009/11/16 00:00:00,330,
B33F0133,001,2009/11/17 00:00:00,328,
B33F0133,001,2009/11/18 00:00:00,326,
B33F0133,001,2009/11/19 00:00:00,325,
B33F0133,001,2009/11/20 00:00:00,323,
B33F0133,001,2009/11/21 00:00:00,324,
B33F0133,001,2009/11/22 00:00:00,320,
B33F0133,001,2009/11/23 00:00:00,317,
B33F0133,001,2009/11/24 00:00:00,323,
B33F0133,001,2009/11/25 00:00:00,325,
B33F0133,001,2009/11/26 00:00:00,327,
B33F0133,001,2009/11/27 00:00:00,328,
B33F0133,001,2009/11/28 00:00:00,328,
B33F0133,001,2009/11/29 00:00:00,326,
B33F0133,001,2009/11/30 00:00:00,326,
B33F0133,001,2009/12/01 00:00:00,325,
B33F0133,001,2009/12/02 00:00:00,326,
B33F0133,001,2009/12/03 00:00:00,328,
B33F0133,001,2009/12/04 00:00:00,329,
B33F0133,001,2009/12/05 00:00:00,331,
B33F0133,001,2009/12/06 00:00:00,330,
B33F0133,001,2009/12/07 00:00:00,331,
B33F0133,001,2009/12/08 00:00:00,331,
B33F0133,001,2009/12/09 00:00:00,342,
B33F0133,001,2009/12/10 00:00:00,346,
B33F0133,001,2009/12/11 00:00:00,350,
B33F0133,001,2009/12/12 00:00:00,350,
B33F0133,001,2009/12/13 00:00:00,350,
B33F0133,001,2009/12/14 00:00:00,349,
B33F0133,001,2009/12/15 00:00:00,345,
B33F0133,001,2009/12/16 00:00:00,342,
B33F0133,001,2009/12/17 00:00:00,341,
B33F0133,001,2009/12/18 00:00:00,344,
B33F0133,001,2009/12/19 00:00:00,343,
B33F0133,001,2009/12/20 00:00:00,341,
B33F0133,001,2009/12/21 00:00:00,342,
B33F0133,001,2009/12/22 00:00:00,344,
B33F0133,001,2009/12/23 00:00:00,346,
B33F0133,001,2009/12/24 00:00:00,344,
B33F0133,001,2009/12/25 00:00:00,339,
B33F0133,001,2009/12/26 00:00:00,341,
B33F0133,001,2009/12/27 00:00:00,339,
B33F0133,001,2009/12/28 00:00:00,338,
B33F0133,001,2009/12/29 00:00:00,334,
B33F0133,001,2009/12/30 00:00:00,329,
B33F0133,001,2009/12/31 00:00:00,326,
B33F0133,001,2010/01/01 00:00:00,325,
B33F0133,001,2010/01/02 00:00:00,323,
B33F0133,001,2010/01/03 00:00:00,323,
B33F0133,001,2010/01/04 00:00:00,320,
B33F0133,001,2010/01/05 00:00:00,318,
B33F0133,001,2010/01/06 00:00:00,320,
B33F0133,001,2010/01/07 00:00:00,323,
B33F0133,001,2010/01/08 00:00:00,325,
B33F0133,001,2010/01/09 00:00:00,327,
B33F0133,001,2010/01/10 00:00:00,327,
B33F0133,001,2010/01/11 00:00:00,328,
B33F0133,001,2010/01/12 00:00:00,330,
B33F0133,001,2010/01/13 00:00:00,331,
B33F0133,001,2010/01/14 00:00:00,332,
B33F0133,001,2010/01/15 00:00:00,334,
B33F0133,001,2010/01/16 00:00:00,333,
B33F0133,001,2010/01/17 00:00:00,329,
B33F0133,001,2010/01/18 00:00:00,332,
B33F0133,001,2010/01/19 00:00:00,329,
B33F0133,001,2010/01/20 00:00:00,327,
B33F0133,001,2010/01/21 00:00:00,328,
B33F0133,001,2010/01/22 00:00:00,327,
B33F0133,001,2010/01/23 00:00:00,325,
B33F0133,001,2010/01/24 00:00:00,324,
B33F0133,001,2010/01/25 00:00:00,324,
B33F0133,001,2010/01/26 00:00:00,332,
B33F0133,001,2010/01/27 00:00:00,334,
B33F0133,001,2010/01/28 00:00:00,332,
B33F0133,001,2010/01/29 00:00:00,328,
B33F0133,001,2010/01/30 00:00:00,328,
B33F0133,001,2010/01/31 00:00:00,330,
B33F0133,001,2010/02/01 00:00:00,330,
B33F0133,001,2010/02/02 00:00:00,328,
B33F0133,001,2010/02/03 00:00:00,324,
B33F0133,001,2010/02/04 00:00:00,324,
B33F0133,001,2010/02/05 00:00:00,321,
B33F0133,001,2010/02/06 00:00:00,322,
B33F0133,001,2010/02/07 00:00:00,322,
B33F0133,001,2010/02/08 00:00:00,319,
B33F0133,001,2010/02/09 00:00:00,318,
B33F0133,001,2010/02/10 00:00:00,323,
B33F0133,001,2010/02/11 00:00:00,328,
B33F0133,001,2010/02/12 00:00:00,329,
B33F0133,001,2010/02/13 00:00:00,328,
B33F0133,001,2010/02/14 00:00:00,327,
B33F0133,001,2010/02/15 00:00:00,327,
B33F0133,001,2010/02/16 00:00:00,324,
B33F0133,001,2010/02/17 00:00:00,321,
B33F0133,001,2010/02/18 00:00:00,323,
B33F0133,001,2010/02/19 00:00:00,321,
B33F0133,001,2010/02/20 00:00:00,323,
B33F0133,001,2010/02/21 00:00:00,322,
B33F0133,001,2010/02/22 00:00:00,321,
B33F0133,001,2010/02/23 00:00:00,326,
B33F0133,001,2010/02/24 00:00:00,329,
B33F0133,001,2010/02/25 00:00:00,328,
B33F0133,001,2010/02/26 00:00:00,327,
B33F0133,001,2010/02/27 00:00:00,329,
B33F0133,001,2010/02/28 00:00:00,324,
B33F0133,001,2010/03/01 00:00:00,328,
B33F0133,001,2010/03/02 00:00:00,325,
B33F0133,001,2010/03/03 00:00:00,324,
B33F0133,001,2010/03/04 00:00:00,323,
B33F0133,001,2010/03/05 00:00:00,322,
B33F0133,001,2010/03/06 00:00:00,320,
B33F0133,001,2010/03/07 00:00:00,322,
B33F0133,001,2010/03/08 00:00:00,322,
B33F0133,001,2010/03/09 00:00:00,329,
B33F0133,001,2010/03/10 00:00:00,338,
B33F0133,001,2010/03/11 00:00:00,342,
B33F0133,001,2010/03/12 00:00:00,344,
B33F0133,001,2010/03/13 00:00:00,347,
B33F0133,001,2010/03/14 00:00:00,348,
B33F0133,001,2010/03/15 00:00:00,349,
B33F0133,001,2010/03/16 00:00:00,343,
B33F0133,001,2010/03/17 00:00:00,341,
B33F0133,001,2010/03/18 00:00:00,346,
B33F0133,001,2010/03/19 00:00:00,343,
B33F0133,001,2010/03/20 00:00:00,340,
B33F0133,001,2010/03/21 00:00:00,340,
B33F0133,001,2010/03/22 00:00:00,343,
B33F0133,001,2010/03/23 00:00:00,352,
B33F0133,001,2010/03/24 00:00:00,357,
B33F0133,001,2010/03/25 00:00:00,361,
B33F0133,001,2010/03/26 00:00:00,363,
B33F0133,001,2010/03/27 00:00:00,364,
B33F0133,001,2010/03/28 00:00:00,367,
B33F0133,001,2010/03/29 00:00:00,371,
B33F0133,001,2010/03/30 00:00:00,370,
B33F0133,001,2010/03/31 00:00:00,365,
B33F0133,001,2010/04/01 00:00:00,363,
B33F0133,001,2010/04/02 00:00:00,361,
B33F0133,001,2010/04/03 00:00:00,360,
B33F0133,001,2010/04/04 00:00:00,358,
B33F0133,001,2010/04/05 00:00:00,356,
B33F0133,001,2010/04/06 00:00:00,359,
B33F0133,001,2010/04/07 00:00:00,364,
B33F0133,001,2010/04/08 00:00:00,365,
B33F0133,001,2010/04/09 00:00:00,370,
B33F0133,001,2010/04/10 00:00:00,374,
B33F0133,001,2010/04/11 00:00:00,373,
B33F0133,001,2010/04/12 00:00:00,373,
B33F0133,001,2010/04/13 00:00:00,366,
B33F0133,001,2010/04/14 00:00:00,363,
B33F0133,001,2010/04/15 00:00:00,359,
B33F0133,001,2010/04/16 00:00:00,359,
B33F0133,001,2010/04/17 00:00:00,359,
B33F0133,001,2010/04/18 00:00:00,356,
B33F0133,001,2010/04/19 00:00:00,356,
B33F0133,001,2010/04/20 00:00:00,363,
B33F0133,001,2010/04/21 00:00:00,369,
B33F0133,001,2010/04/22 00:00:00,373,
B33F0133,001,2010/04/23 00:00:00,375,
B33F0133,001,2010/04/24 00:00:00,376,
B33F0133,001,2010/04/25 00:00:00,375,
B33F0133,001,2010/04/26 00:00:00,377,
B33F0133,001,2010/04/27 00:00:00,376,
B33F0133,001,2010/04/28 00:00:00,374,
B33F0133,001,2010/04/29 00:00:00,371,
B33F0133,001,2010/04/30 00:00:00,368,
B33F0133,001,2010/05/01 00:00:00,362,
B33F0133,001,2010/05/02 00:00:00,359,
B33F0133,001,2010/05/03 00:00:00,355,
B33F0133,001,2010/05/04 00:00:00,360,
B33F0133,001,2010/05/05 00:00:00,363,
B33F0133,001,2010/05/06 00:00:00,360,
B33F0133,001,2010/05/07 00:00:00,358,
B33F0133,001,2010/05/08 00:00:00,360,
B33F0133,001,2010/05/09 00:00:00,355,
B33F0133,001,2010/05/10 00:00:00,352,
B33F0133,001,2010/05/11 00:00:00,347,
B33F0133,001,2010/05/12 00:00:00,344,
B33F0133,001,2010/05/13 00:00:00,342,
B33F0133,001,2010/05/14 00:00:00,340,
B33F0133,001,2010/05/15 00:00:00,338,
B33F0133,001,2010/05/16 00:00:00,336,
B33F0133,001,2010/05/17 00:00:00,337,
B33F0133,001,2010/05/18 00:00:00,345,
B33F0133,001,2010/05/19 00:00:00,349,
B33F0133,001,2010/05/20 00:00:00,353,
B33F0133,001,2010/05/21 00:00:00,354,
B33F0133,001,2010/05/22 00:00:00,353,
B33F0133,001,2010/05/23 00:00:00,352,
B33F0133,001,2010/05/24 00:00:00,356,
B33F0133,001,2010/05/25 00:00:00,359,
B33F0133,001,2010/05/26 00:00:00,360,
B33F0133,001,2010/05/27 00:00:00,359,
B33F0133,001,2010/05/28 00:00:00,363,
B33F0133,001,2010/05/29 00:00:00,367,
B33F0133,001,2010/05/30 00:00:00,366,
B33F0133,001,2010/05/31 00:00:00,372,
B33F0133,001,2010/06/01 00:00:00,384,
B33F0133,001,2010/06/02 00:00:00,381,
B33F0133,001,2010/06/03 00:00:00,379,
B33F0133,001,2010/06/04 00:00:00,376,
B33F0133,001,2010/06/05 00:00:00,374,
B33F0133,001,2010/06/06 00:00:00,371,
B33F0133,001,2010/06/07 00:00:00,367,
B33F0133,001,2010/06/08 00:00:00,360,
B33F0133,001,2010/06/09 00:00:00,357,
B33F0133,001,2010/06/10 00:00:00,355,
B33F0133,001,2010/06/11 00:00:00,351,
B33F0133,001,2010/06/12 00:00:00,349,
B33F0133,001,2010/06/13 00:00:00,347,
B33F0133,001,2010/06/14 00:00:00,345,
B33F0133,001,2010/06/15 00:00:00,348,
B33F0133,001,2010/06/16 00:00:00,354,
B33F0133,001,2010/06/17 00:00:00,359,
B33F0133,001,2010/06/18 00:00:00,361,
B33F0133,001,2010/06/19 00:00:00,357,
B33F0133,001,2010/06/20 00:00:00,352,
B33F0133,001,2010/06/21 00:00:00,353,
B33F0133,001,2010/06/22 00:00:00,356,
B33F0133,001,2010/06/23 00:00:00,356,
B33F0133,001,2010/06/24 00:00:00,361,
B33F0133,001,2010/06/25 00:00:00,363,
B33F0133,001,2010/06/26 00:00:00,360,
B33F0133,001,2010/06/27 00:00:00,363,
B33F0133,001,2010/06/28 00:00:00,370,
B33F0133,001,2010/06/29 00:00:00,379,
B33F0133,001,2010/06/30 00:00:00,387,
B33F0133,001,2010/07/01 00:00:00,385,
B33F0133,001,2010/07/02 00:00:00,386,
B33F0133,001,2010/07/03 00:00:00,387,
B33F0133,001,2010/07/04 00:00:00,387,
B33F0133,001,2010/07/05 00:00:00,387,
B33F0133,001,2010/07/06 00:00:00,387,
B33F0133,001,2010/07/07 00:00:00,382,
B33F0133,001,2010/07/08 00:00:00,384,
B33F0133,001,2010/07/09 00:00:00,391,
B33F0133,001,2010/07/10 00:00:00,399,
B33F0133,001,2010/07/11 00:00:00,402,
B33F0133,001,2010/07/12 00:00:00,397,
B33F0133,001,2010/07/13 00:00:00,389,
B33F0133,001,2010/07/14 00:00:00,383,
B33F0133,001,2010/07/15 00:00:00,381,
B33F0133,001,2010/07/16 00:00:00,381,
B33F0133,001,2010/07/17 00:00:00,380,
B33F0133,001,2010/07/18 00:00:00,378,
B33F0133,001,2010/07/19 00:00:00,376,
B33F0133,001,2010/07/20 00:00:00,374,
B33F0133,001,2010/07/21 00:00:00,370,
B33F0133,001,2010/07/22 00:00:00,370,
B33F0133,001,2010/07/23 00:00:00,364,
B33F0133,001,2010/07/24 00:00:00,361,
B33F0133,001,2010/07/25 00:00:00,356,
B33F0133,001,2010/07/26 00:00:00,353,
B33F0133,001,2010/07/27 00:00:00,352,
B33F0133,001,2010/07/28 00:00:00,348,
B33F0133,001,2010/07/29 00:00:00,343,
B33F0133,001,2010/07/30 00:00:00,341,
B33F0133,001,2010/07/31 00:00:00,337,
B33F0133,001,2010/08/01 00:00:00,337,
B33F0133,001,2010/08/02 00:00:00,335,
B33F0133,001,2010/08/03 00:00:00,330,
B33F0133,001,2010/08/04 00:00:00,325,
B33F0133,001,2010/08/05 00:00:00,321,
B33F0133,001,2010/08/06 00:00:00,321,
B33F0133,001,2010/08/07 00:00:00,321,
B33F0133,001,2010/08/08 00:00:00,317,
B33F0133,001,2010/08/09 00:00:00,317,
B33F0133,001,2010/08/10 00:00:00,320,
B33F0133,001,2010/08/11 00:00:00,323,
B33F0133,001,2010/08/12 00:00:00,323,
B33F0133,001,2010/08/13 00:00:00,326,
B33F0133,001,2010/08/14 00:00:00,326,
B33F0133,001,2010/08/15 00:00:00,325,
B33F0133,001,2010/08/16 00:00:00,321,
B33F0133,001,2010/08/17 00:00:00,317,
B33F0133,001,2010/08/18 00:00:00,313,
B33F0133,001,2010/08/19 00:00:00,315,
B33F0133,001,2010/08/20 00:00:00,319,
B33F0133,001,2010/08/21 00:00:00,319,
B33F0133,001,2010/08/22 00:00:00,316,
B33F0133,001,2010/08/23 00:00:00,313,
B33F0133,001,2010/08/24 00:00:00,322,
B33F0133,001,2010/08/25 00:00:00,327,
B33F0133,001,2010/08/26 00:00:00,323,
B33F0133,001,2010/08/27 00:00:00,317,
B33F0133,001,2010/08/28 00:00:00,318,
B33F0133,001,2010/08/29 00:00:00,316,
B33F0133,001,2010/08/30 00:00:00,314,
B33F0133,001,2010/08/31 00:00:00,315,
B33F0133,001,2010/09/01 00:00:00,313,
B33F0133,001,2010/09/02 00:00:00,313,
B33F0133,001,2010/09/03 00:00:00,313,
B33F0133,001,2010/09/04 00:00:00,313,
B33F0133,001,2010/09/05 00:00:00,314,
B33F0133,001,2010/09/06 00:00:00,313,
B33F0133,001,2010/09/07 00:00:00,315,
B33F0133,001,2010/09/08 00:00:00,317,
B33F0133,001,2010/09/09 00:00:00,322,
B33F0133,001,2010/09/10 00:00:00,324,
B33F0133,001,2010/09/11 00:00:00,324,
B33F0133,001,2010/09/12 00:00:00,324,
B33F0133,001,2010/09/13 00:00:00,324,
B33F0133,001,2010/09/14 00:00:00,318,
B33F0133,001,2010/09/15 00:00:00,315,
B33F0133,001,2010/09/16 00:00:00,315,
B33F0133,001,2010/09/17 00:00:00,315,
B33F0133,001,2010/09/18 00:00:00,315,
B33F0133,001,2010/09/19 00:00:00,313,
B33F0133,001,2010/09/20 00:00:00,312,
B33F0133,001,2010/09/21 00:00:00,313,
B33F0133,001,2010/09/22 00:00:00,318,
B33F0133,001,2010/09/23 00:00:00,323,
B33F0133,001,2010/09/24 00:00:00,327,
B33F0133,001,2010/09/25 00:00:00,326,
B33F0133,001,2010/09/26 00:00:00,326,
B33F0133,001,2010/09/27 00:00:00,326,
B33F0133,001,2010/09/28 00:00:00,324,
B33F0133,001,2010/09/29 00:00:00,323,
B33F0133,001,2010/09/30 00:00:00,321,
B33F0133,001,2010/10/01 00:00:00,319,
B33F0133,001,2010/10/02 00:00:00,317,
B33F0133,001,2010/10/03 00:00:00,314,
B33F0133,001,2010/10/04 00:00:00,311,
B33F0133,001,2010/10/05 00:00:00,316,
B33F0133,001,2010/10/06 00:00:00,321,
B33F0133,001,2010/10/07 00:00:00,324,
B33F0133,001,2010/10/08 00:00:00,325,
B33F0133,001,2010/10/09 00:00:00,322,
B33F0133,001,2010/10/10 00:00:00,320,
B33F0133,001,2010/10/11 00:00:00,322,
B33F0133,001,2010/10/12 00:00:00,316,
B33F0133,001,2010/10/13 00:00:00,313,
B33F0133,001,2010/10/14 00:00:00,312,
B33F0133,001,2010/10/15 00:00:00,310,
B33F0133,001,2010/10/16 00:00:00,304,
B33F0133,001,2010/10/17 00:00:00,304,
B33F0133,001,2010/10/18 00:00:00,302,
B33F0133,001,2010/10/19 00:00:00,300,
B33F0133,001,2010/10/20 00:00:00,305,
B33F0133,001,2010/10/21 00:00:00,310,
B33F0133,001,2010/10/22 00:00:00,307,
B33F0133,001,2010/10/23 00:00:00,303,
B33F0133,001,2010/10/24 00:00:00,299,
B33F0133,001,2010/10/25 00:00:00,299,
B33F0133,001,2010/10/26 00:00:00,298,
B33F0133,001,2010/10/27 00:00:00,295,
B33F0133,001,2010/10/28 00:00:00,297,
B33F0133,001,2010/10/29 00:00:00,299,
B33F0133,001,2010/10/30 00:00:00,299,
B33F0133,001,2010/10/31 00:00:00,297,
B33F0133,001,2010/11/01 00:00:00,300,
B33F0133,001,2010/11/02 00:00:00,307,
B33F0133,001,2010/11/03 00:00:00,310,
B33F0133,001,2010/11/04 00:00:00,310,
B33F0133,001,2010/11/05 00:00:00,311,
B33F0133,001,2010/11/06 00:00:00,306,
B33F0133,001,2010/11/07 00:00:00,303,
B33F0133,001,2010/11/08 00:00:00,302,
B33F0133,001,2010/11/09 00:00:00,302,
B33F0133,001,2010/11/10 00:00:00,301,
B33F0133,001,2010/11/11 00:00:00,305,
B33F0133,001,2010/11/12 00:00:00,301,
B33F0133,001,2010/11/13 00:00:00,298,
B33F0133,001,2010/11/14 00:00:00,294,
B33F0133,001,2010/11/15 00:00:00,294,
B33F0133,001,2010/11/16 00:00:00,298,
B33F0133,001,2010/11/17 00:00:00,300,
B33F0133,001,2010/11/18 00:00:00,297,
B33F0133,001,2010/11/19 00:00:00,299,
B33F0133,001,2010/11/20 00:00:00,300,
B33F0133,001,2010/11/21 00:00:00,297,
B33F0133,001,2010/11/22 00:00:00,296,
B33F0133,001,2010/11/23 00:00:00,293,
B33F0133,001,2010/11/24 00:00:00,294,
B33F0133,001,2010/11/25 00:00:00,294,
B33F0133,001,2010/11/26 00:00:00,294,
B33F0133,001,2010/11/27 00:00:00,294,
B33F0133,001,2010/11/28 00:00:00,292,
B33F0133,001,2010/11/29 00:00:00,288,
B33F0133,001,2010/11/30 00:00:00,296,
B33F0133,001,2010/12/01 00:00:00,300,
B33F0133,001,2010/12/02 00:00:00,304,
B33F0133,001,2010/12/03 00:00:00,305,
B33F0133,001,2010/12/04 00:00:00,305,
B33F0133,001,2010/12/05 00:00:00,299,
B33F0133,001,2010/12/06 00:00:00,301,
B33F0133,001,2010/12/07 00:00:00,299,
B33F0133,001,2010/12/08 00:00:00,299,
B33F0133,001,2010/12/09 00:00:00,301,
B33F0133,001,2010/12/10 00:00:00,307,
B33F0133,001,2010/12/11 00:00:00,312,
B33F0133,001,2010/12/12 00:00:00,309,
B33F0133,001,2010/12/13 00:00:00,311,
B33F0133,001,2010/12/14 00:00:00,318,
B33F0133,001,2010/12/15 00:00:00,322,
B33F0133,001,2010/12/16 00:00:00,325,
B33F0133,001,2010/12/17 00:00:00,322,
B33F0133,001,2010/12/18 00:00:00,317,
B33F0133,001,2010/12/19 00:00:00,312,
B33F0133,001,2010/12/20 00:00:00,310,
B33F0133,001,2010/12/21 00:00:00,308,
B33F0133,001,2010/12/22 00:00:00,306,
B33F0133,001,2010/12/23 00:00:00,305,
B33F0133,001,2010/12/24 00:00:00,302,
B33F0133,001,2010/12/25 00:00:00,300,
B33F0133,001,2010/12/26 00:00:00,297,
B33F0133,001,2010/12/27 00:00:00,294,
B33F0133,001,2010/12/28 00:00:00,293,
B33F0133,001,2010/12/29 00:00:00,297,
B33F0133,001,2010/12/30 00:00:00,301,
B33F0133,001,2010/12/31 00:00:00,302,
B33F0133,001,2011/01/01 00:00:00,302,
B33F0133,001,2011/01/02 00:00:00,304,
B33F0133,001,2011/01/03 00:00:00,305,
B33F0133,001,2011/01/04 00:00:00,302,
